Subject,DocUnderstanding,Fixation Count,Fixation Duration,Forward Saccade Count,Backward Saccade Count,Ratio Forward/Backward,Velocity,Forward Saccade Length,Backward Saccade Length,,,,,,,,,,
9,5,31,215.2258065,19,11,1.727272727,0.132803094,105.4256411,-56.10541081,,,,,,,,,,
9,5,40,192.025,25,14,1.785714286,0.163419292,128.2849467,-189.154878,,,,,,,,,,
9,3,169,201.8994083,118,50,2.36,0.117889545,67.36473599,-147.0029155,,,,,,,,,,
9,3,80,209,54,25,2.16,0.16051273,101.0839543,-201.3694798,,,,,,,,,,
9,5,93,198.344086,70,22,3.181818182,0.202409091,106.8349362,-288.8235803,,,,,,,,,,
10,4,107,300.0934579,86,20,4.3,0.377143764,127.7639983,-544.6935827,,,,,,,,,,
10,5,88,278.25,58,29,2,0.464940164,148.51818,-268.81577,,,,,,,,,,
10,5,67,254.4029851,57,9,6.333333333,0.36708836,110.3092426,-641.3319958,,,,,,,,,,
10,4,108,307.7777778,81,26,3.115384615,0.350086144,110.321109,-371.8738991,,,,,,,,,,
10,5,138,248.6449275,99,38,2.605263158,0.441968035,131.6782847,-354.171272,,,,,,,,,,
10,4,174,255.4597701,125,48,2.604166667,0.467721966,142.6516864,-367.4358664,,,,,,,,,,
10,4,156,214.5064103,120,35,3.428571429,0.460626836,151.5857642,-502.9513895,,,,,,,,,,
10,4,156,227.4551282,103,52,1.980769231,0.637185365,217.6196231,-436.7928524,,,,,,,,,,
10,5,168,275.7142857,106,61,1.737704918,0.433291329,142.3707831,-248.671712,,,,,,,,,,
10,5,62,240.6935484,39,22,1.772727273,0.605351614,225.1505596,-414.4148375,,,,,,,,,,
10,5,92,226.7391304,54,37,1.459459459,0.344790708,127.704226,-200.4539541,,,,,,,,,,
10,5,37,217.5405405,20,16,1.25,0.568764326,215.5402117,-277.7961157,,,,,,,,,,
10,5,39,296.025641,18,20,0.9,0.313387211,152.525868,-175.2564533,,,,,,,,,,
10,5,70,269.3428571,38,31,1.225806452,0.38088424,141.6701515,-187.1373839,,,,,,,,,,
10,4,20,263.25,10,9,1.111111111,0.378018599,148.2794706,-170.8227232,,,,,,,,,,
